1,https://www.theverge.com/2022/4/3/23008668/tesla-shanghai-factory-closed-lockdown-covid-china,Tesla’s Shanghai factory stays closed as COVID restrictions remain in place,Emma Roth,2022-04-03T14:39:25.259Z
2,https://www.theverge.com/2022/4/2/22999741/fortnite-chapter-3-season-2-building-returns-zero-build-mode,Fortnite brings back building,Andrew Webster,2022-04-02T14:23:10.259Z
3,https://www.theverge.com/2022/3/31/23004599/activision-blizzard-overwatch-anniversary-event,Overwatch sixth anniversary event offers ‘remixes’ of popular skins,Ash Parrish,2022-03-31T17:51:19.942Z
